course_id,instructor_id,room_id,timeslot_id,course_name,room_number,day,time
1,72d8246e-bd38-49b2-88c7-96f11c51f1fb,26,49,Expanded web-enabled core,933,Friday,15:00
1,79463069-f838-4edd-9438-cdc4c95e75a2,7,78,Expanded web-enabled core,502,Tuesday,14:00
1,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,30,82,Expanded web-enabled core,735,Thursday,15:00
1,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,5,4,Expanded web-enabled core,747,Monday,16:00
1,80dad91e-02f0-4182-ae63-9bfe710a66b9,6,79,Expanded web-enabled core,231,Wednesday,14:00
1,8913dd3b-624d-4610-837e-ca0063075e6b,12,82,Expanded web-enabled core,524,Thursday,15:00
1,8eb8ab26-579c-4927-8866-9f0cfb37824a,18,69,Expanded web-enabled core,198,Friday,18:00
1,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,30,7,Expanded web-enabled core,735,Wednesday,14:00
1,a12b297c-6ca7-436c-8318-08b5a05e1eea,27,54,Expanded web-enabled core,716,Thursday,10:00
1,aec9a7a7-c8be-461b-8047-f0c97726edf1,13,33,Expanded web-enabled core,727,Wednesday,11:00
1,b53f72f1-d162-4f47-a6af-c538db450833,1,32,Expanded web-enabled core,305,Wednesday,11:00
1,ba2adea1-5399-4c45-9c94-9f26f726f62e,20,22,Expanded web-enabled core,665,Tuesday,15:00
1,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,15,67,Expanded web-enabled core,663,Wednesday,14:00
1,c0969d1b-26f7-4e83-9b27-3a4a0551f760,13,40,Expanded web-enabled core,727,Tuesday,15:00
1,c3453dc3-772c-4d3b-b535-e058788237ed,9,15,Expanded web-enabled core,627,Friday,08:00
1,c3c774e8-72c0-43bf-8075-97856dc04866,6,31,Expanded web-enabled core,231,Thursday,17:00
1,c8a0eed4-ccd5-46fc-8b97-64b89728d342,19,36,Expanded web-enabled core,460,Friday,14:00
1,cab58cac-d2f7-4d2b-bf0b-a391c1d0cb22,18,5,Expanded web-enabled core,198,Friday,10:00
1,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,17,16,Expanded web-enabled core,403,Thursday,08:00
1,cff4ee54-8789-46e5-a995-15c0dea35275,22,49,Expanded web-enabled core,958,Friday,15:00
1,d372a3ee-4ff5-48df-a5f2-7da725570f5e,29,5,Expanded web-enabled core,168,Friday,10:00
1,d3f82f56-4d74-4c26-a4c7-d20f153383cb,28,25,Expanded web-enabled core,707,Thursday,12:00
1,d4fba2d9-c269-4d11-82f8-e94787f74bc1,26,72,Expanded web-enabled core,933,Friday,08:00
1,d7e101e3-1c37-4827-872a-2a9e7994aaab,23,89,Expanded web-enabled core,600,Friday,13:00
1,d8e46018-304b-49b7-bb5b-d128007be5bd,13,63,Expanded web-enabled core,727,Friday,17:00
1,df3e4352-c037-4293-aeb8-74b7aae6fb8a,9,100,Expanded web-enabled core,627,Tuesday,17:00
1,e09c188d-aea7-4cf2-9bb6-6eed739db033,28,22,Expanded web-enabled core,707,Tuesday,15:00
1,e1cf4dad-91e9-442f-857c-910eccf92228,20,47,Expanded web-enabled core,665,Tuesday,17:00
1,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,7,17,Expanded web-enabled core,502,Friday,13:00
1,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,4,50,Expanded web-enabled core,541,Monday,16:00
1,fc70f172-e0d8-4202-a83b-a8d6cc75de10,29,32,Expanded web-enabled core,168,Wednesday,11:00
1,fe8c95dc-f314-472c-a317-83d7bb76fbc9,4,90,Expanded web-enabled core,541,Thursday,09:00
2,0be1929c-a780-4078-9e98-6df4cf99c936,27,23,Cross-group tertiary algorithm,716,Thursday,18:00
2,0eb47436-5e7e-4cba-99f5-fad4a55378c2,16,86,Cross-group tertiary algorithm,793,Wednesday,08:00
2,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,22,91,Cross-group tertiary algorithm,958,Friday,17:00
2,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,3,25,Cross-group tertiary algorithm,710,Thursday,12:00
2,1a544d73-a68c-4d6c-8d83-98d999716ab5,28,16,Cross-group tertiary algorithm,707,Thursday,08:00
2,2086fb93-7036-4127-b46f-14b11794fd56,17,97,Cross-group tertiary algorithm,403,Friday,15:00
2,21f1397e-1a61-401a-bc67-1e74523bf8d8,9,18,Cross-group tertiary algorithm,627,Friday,08:00
2,295c30fe-615a-4769-bade-21c7e3e975a9,25,10,Cross-group tertiary algorithm,773,Friday,15:00
2,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,14,76,Cross-group tertiary algorithm,836,Friday,11:00
2,2f638a13-eb24-4d61-ad54-7aaf0b822823,3,4,Cross-group tertiary algorithm,710,Monday,16:00
2,309c4ad8-2776-4955-b1b5-8ab5409090ad,20,26,Cross-group tertiary algorithm,665,Thursday,15:00
2,449de61b-f2b5-406f-8445-17b960996d0a,17,29,Cross-group tertiary algorithm,403,Wednesday,13:00
2,55a493f1-a88a-4fe2-b666-b93388223926,26,67,Cross-group tertiary algorithm,933,Wednesday,14:00
2,57a87455-1a19-4d48-90c9-bd9040670f85,5,86,Cross-group tertiary algorithm,747,Wednesday,08:00
2,5922b91c-31eb-443e-b15f-acbae8cf8831,4,11,Cross-group tertiary algorithm,541,Monday,11:00
2,59424c88-808c-4285-b95a-607928e016a1,14,70,Cross-group tertiary algorithm,836,Friday,16:00
2,61b6a185-51b2-47f0-bfa2-7c6615e9e145,19,52,Cross-group tertiary algorithm,460,Wednesday,13:00
2,6ddac491-3bfa-420a-8098-f3c741f530b6,2,49,Cross-group tertiary algorithm,144,Friday,15:00
2,72d8246e-bd38-49b2-88c7-96f11c51f1fb,3,88,Cross-group tertiary algorithm,710,Thursday,09:00
2,79463069-f838-4edd-9438-cdc4c95e75a2,22,74,Cross-group tertiary algorithm,958,Wednesday,13:00
2,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,4,60,Cross-group tertiary algorithm,541,Friday,10:00
2,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,27,45,Cross-group tertiary algorithm,716,Thursday,17:00
2,80dad91e-02f0-4182-ae63-9bfe710a66b9,12,9,Cross-group tertiary algorithm,524,Friday,11:00
2,8913dd3b-624d-4610-837e-ca0063075e6b,28,47,Cross-group tertiary algorithm,707,Tuesday,17:00
2,8eb8ab26-579c-4927-8866-9f0cfb37824a,30,76,Cross-group tertiary algorithm,735,Friday,11:00
2,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,1,97,Cross-group tertiary algorithm,305,Friday,15:00
2,a12b297c-6ca7-436c-8318-08b5a05e1eea,16,62,Cross-group tertiary algorithm,793,Friday,10:00
2,aec9a7a7-c8be-461b-8047-f0c97726edf1,3,19,Cross-group tertiary algorithm,710,Thursday,16:00
2,b53f72f1-d162-4f47-a6af-c538db450833,14,56,Cross-group tertiary algorithm,836,Tuesday,12:00
2,ba2adea1-5399-4c45-9c94-9f26f726f62e,25,6,Cross-group tertiary algorithm,773,Tuesday,15:00
2,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,23,100,Cross-group tertiary algorithm,600,Tuesday,17:00
2,c0969d1b-26f7-4e83-9b27-3a4a0551f760,30,22,Cross-group tertiary algorithm,735,Tuesday,15:00
2,c3453dc3-772c-4d3b-b535-e058788237ed,6,32,Cross-group tertiary algorithm,231,Wednesday,11:00
2,c3c774e8-72c0-43bf-8075-97856dc04866,12,78,Cross-group tertiary algorithm,524,Tuesday,14:00
2,c8a0eed4-ccd5-46fc-8b97-64b89728d342,29,21,Cross-group tertiary algorithm,168,Monday,09:00
2,cab58cac-d2f7-4d2b-bf0b-a391c1d0cb22,23,84,Cross-group tertiary algorithm,600,Tuesday,16:00
2,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,14,4,Cross-group tertiary algorithm,836,Monday,16:00
2,cff4ee54-8789-46e5-a995-15c0dea35275,22,44,Cross-group tertiary algorithm,958,Thursday,15:00
2,d372a3ee-4ff5-48df-a5f2-7da725570f5e,19,89,Cross-group tertiary algorithm,460,Friday,13:00
2,d3f82f56-4d74-4c26-a4c7-d20f153383cb,9,29,Cross-group tertiary algorithm,627,Wednesday,13:00
2,d4fba2d9-c269-4d11-82f8-e94787f74bc1,19,21,Cross-group tertiary algorithm,460,Monday,09:00
2,d7e101e3-1c37-4827-872a-2a9e7994aaab,25,3,Cross-group tertiary algorithm,773,Thursday,13:00
2,d8e46018-304b-49b7-bb5b-d128007be5bd,11,90,Cross-group tertiary algorithm,203,Thursday,09:00
2,df3e4352-c037-4293-aeb8-74b7aae6fb8a,20,13,Cross-group tertiary algorithm,665,Wednesday,08:00
2,e09c188d-aea7-4cf2-9bb6-6eed739db033,25,31,Cross-group tertiary algorithm,773,Thursday,17:00
2,e1cf4dad-91e9-442f-857c-910eccf92228,27,66,Cross-group tertiary algorithm,716,Monday,16:00
2,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,7,45,Cross-group tertiary algorithm,502,Thursday,17:00
2,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,22,58,Cross-group tertiary algorithm,958,Monday,11:00
2,fc70f172-e0d8-4202-a83b-a8d6cc75de10,25,71,Cross-group tertiary algorithm,773,Friday,17:00
2,fe8c95dc-f314-472c-a317-83d7bb76fbc9,7,95,Cross-group tertiary algorithm,502,Friday,12:00
3,0be1929c-a780-4078-9e98-6df4cf99c936,19,39,Synergized secondary throughput,460,Tuesday,18:00
3,0eb47436-5e7e-4cba-99f5-fad4a55378c2,17,4,Synergized secondary throughput,403,Monday,16:00
3,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,24,42,Synergized secondary throughput,860,Tuesday,18:00
3,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,22,80,Synergized secondary throughput,958,Monday,15:00
3,1a544d73-a68c-4d6c-8d83-98d999716ab5,29,60,Synergized secondary throughput,168,Friday,10:00
3,2086fb93-7036-4127-b46f-14b11794fd56,17,41,Synergized secondary throughput,403,Tuesday,17:00
3,21f1397e-1a61-401a-bc67-1e74523bf8d8,25,85,Synergized secondary throughput,773,Friday,17:00
3,295c30fe-615a-4769-bade-21c7e3e975a9,11,24,Synergized secondary throughput,203,Tuesday,10:00
3,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,1,82,Synergized secondary throughput,305,Thursday,15:00
3,2f638a13-eb24-4d61-ad54-7aaf0b822823,9,35,Synergized secondary throughput,627,Monday,17:00
3,309c4ad8-2776-4955-b1b5-8ab5409090ad,11,50,Synergized secondary throughput,203,Monday,16:00
3,449de61b-f2b5-406f-8445-17b960996d0a,11,37,Synergized secondary throughput,203,Monday,17:00
3,55a493f1-a88a-4fe2-b666-b93388223926,16,20,Synergized secondary throughput,793,Wednesday,18:00
3,57a87455-1a19-4d48-90c9-bd9040670f85,16,85,Synergized secondary throughput,793,Friday,17:00
3,5922b91c-31eb-443e-b15f-acbae8cf8831,6,37,Synergized secondary throughput,231,Monday,17:00
3,59424c88-808c-4285-b95a-607928e016a1,9,54,Synergized secondary throughput,627,Thursday,10:00
3,61b6a185-51b2-47f0-bfa2-7c6615e9e145,26,97,Synergized secondary throughput,933,Friday,15:00
3,6ddac491-3bfa-420a-8098-f3c741f530b6,21,73,Synergized secondary throughput,660,Thursday,14:00
3,72d8246e-bd38-49b2-88c7-96f11c51f1fb,26,70,Synergized secondary throughput,933,Friday,16:00
3,79463069-f838-4edd-9438-cdc4c95e75a2,19,33,Synergized secondary throughput,460,Wednesday,11:00
3,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,24,85,Synergized secondary throughput,860,Friday,17:00
3,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,29,59,Synergized secondary throughput,168,Thursday,11:00
3,80dad91e-02f0-4182-ae63-9bfe710a66b9,27,34,Synergized secondary throughput,716,Wednesday,13:00
3,8913dd3b-624d-4610-837e-ca0063075e6b,30,8,Synergized secondary throughput,735,Thursday,10:00
3,8eb8ab26-579c-4927-8866-9f0cfb37824a,23,86,Synergized secondary throughput,600,Wednesday,08:00
3,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,19,45,Synergized secondary throughput,460,Thursday,17:00
3,a12b297c-6ca7-436c-8318-08b5a05e1eea,8,22,Synergized secondary throughput,267,Tuesday,15:00
3,aec9a7a7-c8be-461b-8047-f0c97726edf1,30,36,Synergized secondary throughput,735,Friday,14:00
3,b53f72f1-d162-4f47-a6af-c538db450833,13,92,Synergized secondary throughput,727,Tuesday,11:00
3,ba2adea1-5399-4c45-9c94-9f26f726f62e,11,52,Synergized secondary throughput,203,Wednesday,13:00
3,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,30,15,Synergized secondary throughput,735,Friday,08:00
3,c0969d1b-26f7-4e83-9b27-3a4a0551f760,2,86,Synergized secondary throughput,144,Wednesday,08:00
3,c3453dc3-772c-4d3b-b535-e058788237ed,10,50,Synergized secondary throughput,834,Monday,16:00
3,c3c774e8-72c0-43bf-8075-97856dc04866,2,92,Synergized secondary throughput,144,Tuesday,11:00
3,c8a0eed4-ccd5-46fc-8b97-64b89728d342,27,89,Synergized secondary throughput,716,Friday,13:00
3,cab58cac-d2f7-4d2b-bf0b-a391c1d0cb22,12,29,Synergized secondary throughput,524,Wednesday,13:00
3,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,24,32,Synergized secondary throughput,860,Wednesday,11:00
3,cff4ee54-8789-46e5-a995-15c0dea35275,29,84,Synergized secondary throughput,168,Tuesday,16:00
3,d372a3ee-4ff5-48df-a5f2-7da725570f5e,9,88,Synergized secondary throughput,627,Thursday,09:00
3,d3f82f56-4d74-4c26-a4c7-d20f153383cb,11,69,Synergized secondary throughput,203,Friday,18:00
3,d4fba2d9-c269-4d11-82f8-e94787f74bc1,28,10,Synergized secondary throughput,707,Friday,15:00
3,d7e101e3-1c37-4827-872a-2a9e7994aaab,7,21,Synergized secondary throughput,502,Monday,09:00
3,d8e46018-304b-49b7-bb5b-d128007be5bd,2,13,Synergized secondary throughput,144,Wednesday,08:00
3,df3e4352-c037-4293-aeb8-74b7aae6fb8a,2,30,Synergized secondary throughput,144,Thursday,18:00
3,e09c188d-aea7-4cf2-9bb6-6eed739db033,28,48,Synergized secondary throughput,707,Monday,09:00
3,e1cf4dad-91e9-442f-857c-910eccf92228,24,23,Synergized secondary throughput,860,Thursday,18:00
3,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,18,20,Synergized secondary throughput,198,Wednesday,18:00
3,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,7,12,Synergized secondary throughput,502,Tuesday,16:00
3,fc70f172-e0d8-4202-a83b-a8d6cc75de10,23,91,Synergized secondary throughput,600,Friday,17:00
3,fe8c95dc-f314-472c-a317-83d7bb76fbc9,20,97,Synergized secondary throughput,665,Friday,15:00
4,0be1929c-a780-4078-9e98-6df4cf99c936,5,14,Object-based impactful groupware,747,Monday,15:00
4,0eb47436-5e7e-4cba-99f5-fad4a55378c2,10,7,Object-based impactful groupware,834,Wednesday,14:00
4,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,25,52,Object-based impactful groupware,773,Wednesday,13:00
4,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,30,84,Object-based impactful groupware,735,Tuesday,16:00
4,1a544d73-a68c-4d6c-8d83-98d999716ab5,16,33,Object-based impactful groupware,793,Wednesday,11:00
4,2086fb93-7036-4127-b46f-14b11794fd56,14,24,Object-based impactful groupware,836,Tuesday,10:00
4,21f1397e-1a61-401a-bc67-1e74523bf8d8,14,69,Object-based impactful groupware,836,Friday,18:00
4,295c30fe-615a-4769-bade-21c7e3e975a9,11,93,Object-based impactful groupware,203,Thursday,11:00
4,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,11,14,Object-based impactful groupware,203,Monday,15:00
4,2f638a13-eb24-4d61-ad54-7aaf0b822823,12,90,Object-based impactful groupware,524,Thursday,09:00
4,309c4ad8-2776-4955-b1b5-8ab5409090ad,22,45,Object-based impactful groupware,958,Thursday,17:00
4,449de61b-f2b5-406f-8445-17b960996d0a,20,8,Object-based impactful groupware,665,Thursday,10:00
4,55a493f1-a88a-4fe2-b666-b93388223926,28,55,Object-based impactful groupware,707,Wednesday,16:00
4,57a87455-1a19-4d48-90c9-bd9040670f85,20,93,Object-based impactful groupware,665,Thursday,11:00
4,5922b91c-31eb-443e-b15f-acbae8cf8831,20,21,Object-based impactful groupware,665,Monday,09:00
4,59424c88-808c-4285-b95a-607928e016a1,23,55,Object-based impactful groupware,600,Wednesday,16:00
4,61b6a185-51b2-47f0-bfa2-7c6615e9e145,24,41,Object-based impactful groupware,860,Tuesday,17:00
4,6ddac491-3bfa-420a-8098-f3c741f530b6,27,35,Object-based impactful groupware,716,Monday,17:00
4,72d8246e-bd38-49b2-88c7-96f11c51f1fb,14,60,Object-based impactful groupware,836,Friday,10:00
4,79463069-f838-4edd-9438-cdc4c95e75a2,15,79,Object-based impactful groupware,663,Wednesday,14:00
4,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,7,5,Object-based impactful groupware,502,Friday,10:00
4,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,12,61,Object-based impactful groupware,524,Friday,15:00
4,80dad91e-02f0-4182-ae63-9bfe710a66b9,14,86,Object-based impactful groupware,836,Wednesday,08:00
4,8913dd3b-624d-4610-837e-ca0063075e6b,10,97,Object-based impactful groupware,834,Friday,15:00
4,8eb8ab26-579c-4927-8866-9f0cfb37824a,15,42,Object-based impactful groupware,663,Tuesday,18:00
4,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,2,56,Object-based impactful groupware,144,Tuesday,12:00
4,a12b297c-6ca7-436c-8318-08b5a05e1eea,20,100,Object-based impactful groupware,665,Tuesday,17:00
4,aec9a7a7-c8be-461b-8047-f0c97726edf1,12,40,Object-based impactful groupware,524,Tuesday,15:00
4,b53f72f1-d162-4f47-a6af-c538db450833,25,40,Object-based impactful groupware,773,Tuesday,15:00
4,ba2adea1-5399-4c45-9c94-9f26f726f62e,21,9,Object-based impactful groupware,660,Friday,11:00
4,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,4,7,Object-based impactful groupware,541,Wednesday,14:00
4,c0969d1b-26f7-4e83-9b27-3a4a0551f760,10,58,Object-based impactful groupware,834,Monday,11:00
4,c3453dc3-772c-4d3b-b535-e058788237ed,23,70,Object-based impactful groupware,600,Friday,16:00
4,c3c774e8-72c0-43bf-8075-97856dc04866,27,44,Object-based impactful groupware,716,Thursday,15:00
4,c8a0eed4-ccd5-46fc-8b97-64b89728d342,27,91,Object-based impactful groupware,716,Friday,17:00
4,cab58cac-d2f7-4d2b-bf0b-a391c1d0cb22,28,69,Object-based impactful groupware,707,Friday,18:00
4,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,16,60,Object-based impactful groupware,793,Friday,10:00
4,cff4ee54-8789-46e5-a995-15c0dea35275,16,36,Object-based impactful groupware,793,Friday,14:00
4,d372a3ee-4ff5-48df-a5f2-7da725570f5e,8,66,Object-based impactful groupware,267,Monday,16:00
4,d3f82f56-4d74-4c26-a4c7-d20f153383cb,26,7,Object-based impactful groupware,933,Wednesday,14:00
4,d4fba2d9-c269-4d11-82f8-e94787f74bc1,30,68,Object-based impactful groupware,735,Wednesday,15:00
4,d7e101e3-1c37-4827-872a-2a9e7994aaab,18,2,Object-based impactful groupware,198,Friday,13:00
4,d8e46018-304b-49b7-bb5b-d128007be5bd,24,44,Object-based impactful groupware,860,Thursday,15:00
4,df3e4352-c037-4293-aeb8-74b7aae6fb8a,19,20,Object-based impactful groupware,460,Wednesday,18:00
4,e09c188d-aea7-4cf2-9bb6-6eed739db033,19,96,Object-based impactful groupware,460,Thursday,16:00
4,e1cf4dad-91e9-442f-857c-910eccf92228,7,13,Object-based impactful groupware,502,Wednesday,08:00
4,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,18,96,Object-based impactful groupware,198,Thursday,16:00
4,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,22,34,Object-based impactful groupware,958,Wednesday,13:00
4,fc70f172-e0d8-4202-a83b-a8d6cc75de10,14,36,Object-based impactful groupware,836,Friday,14:00
4,fe8c95dc-f314-472c-a317-83d7bb76fbc9,22,10,Object-based impactful groupware,958,Friday,15:00
5,0be1929c-a780-4078-9e98-6df4cf99c936,25,77,Visionary leadingedge alliance,773,Thursday,13:00
5,0eb47436-5e7e-4cba-99f5-fad4a55378c2,2,77,Visionary leadingedge alliance,144,Thursday,13:00
5,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,15,36,Visionary leadingedge alliance,663,Friday,14:00
5,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,1,73,Visionary leadingedge alliance,305,Thursday,14:00
5,1a544d73-a68c-4d6c-8d83-98d999716ab5,8,3,Visionary leadingedge alliance,267,Thursday,13:00
5,2086fb93-7036-4127-b46f-14b11794fd56,1,62,Visionary leadingedge alliance,305,Friday,10:00
5,21f1397e-1a61-401a-bc67-1e74523bf8d8,16,21,Visionary leadingedge alliance,793,Monday,09:00
5,295c30fe-615a-4769-bade-21c7e3e975a9,11,49,Visionary leadingedge alliance,203,Friday,15:00
5,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,13,81,Visionary leadingedge alliance,727,Wednesday,10:00
5,2f638a13-eb24-4d61-ad54-7aaf0b822823,19,97,Visionary leadingedge alliance,460,Friday,15:00
5,309c4ad8-2776-4955-b1b5-8ab5409090ad,9,22,Visionary leadingedge alliance,627,Tuesday,15:00
5,449de61b-f2b5-406f-8445-17b960996d0a,30,16,Visionary leadingedge alliance,735,Thursday,08:00
5,55a493f1-a88a-4fe2-b666-b93388223926,2,93,Visionary leadingedge alliance,144,Thursday,11:00
5,57a87455-1a19-4d48-90c9-bd9040670f85,10,67,Visionary leadingedge alliance,834,Wednesday,14:00
5,5922b91c-31eb-443e-b15f-acbae8cf8831,17,64,Visionary leadingedge alliance,403,Monday,14:00
5,59424c88-808c-4285-b95a-607928e016a1,28,86,Visionary leadingedge alliance,707,Wednesday,08:00
5,61b6a185-51b2-47f0-bfa2-7c6615e9e145,13,21,Visionary leadingedge alliance,727,Monday,09:00
5,6ddac491-3bfa-420a-8098-f3c741f530b6,16,41,Visionary leadingedge alliance,793,Tuesday,17:00
5,72d8246e-bd38-49b2-88c7-96f11c51f1fb,5,56,Visionary leadingedge alliance,747,Tuesday,12:00
5,79463069-f838-4edd-9438-cdc4c95e75a2,9,34,Visionary leadingedge alliance,627,Wednesday,13:00
5,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,22,27,Visionary leadingedge alliance,958,Friday,18:00
5,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,30,97,Visionary leadingedge alliance,735,Friday,15:00
5,80dad91e-02f0-4182-ae63-9bfe710a66b9,21,8,Visionary leadingedge alliance,660,Thursday,10:00
5,8913dd3b-624d-4610-837e-ca0063075e6b,24,61,Visionary leadingedge alliance,860,Friday,15:00
5,8eb8ab26-579c-4927-8866-9f0cfb37824a,8,48,Visionary leadingedge alliance,267,Monday,09:00
5,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,27,68,Visionary leadingedge alliance,716,Wednesday,15:00
5,a12b297c-6ca7-436c-8318-08b5a05e1eea,7,66,Visionary leadingedge alliance,502,Monday,16:00
5,aec9a7a7-c8be-461b-8047-f0c97726edf1,10,26,Visionary leadingedge alliance,834,Thursday,15:00
5,b53f72f1-d162-4f47-a6af-c538db450833,2,21,Visionary leadingedge alliance,144,Monday,09:00
5,ba2adea1-5399-4c45-9c94-9f26f726f62e,14,42,Visionary leadingedge alliance,836,Tuesday,18:00
5,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,13,13,Visionary leadingedge alliance,727,Wednesday,08:00
5,c0969d1b-26f7-4e83-9b27-3a4a0551f760,4,32,Visionary leadingedge alliance,541,Wednesday,11:00
5,c3453dc3-772c-4d3b-b535-e058788237ed,3,35,Visionary leadingedge alliance,710,Monday,17:00
5,c3c774e8-72c0-43bf-8075-97856dc04866,12,87,Visionary leadingedge alliance,524,Friday,12:00
5,c8a0eed4-ccd5-46fc-8b97-64b89728d342,16,77,Visionary leadingedge alliance,793,Thursday,13:00
5,cab58cac-d2f7-4d2b-bf0b-a391c1d0cb22,4,34,Visionary leadingedge alliance,541,Wednesday,13:00
5,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,6,53,Visionary leadingedge alliance,231,Tuesday,17:00
5,cff4ee54-8789-46e5-a995-15c0dea35275,23,20,Visionary leadingedge alliance,600,Wednesday,18:00
5,d372a3ee-4ff5-48df-a5f2-7da725570f5e,26,41,Visionary leadingedge alliance,933,Tuesday,17:00
5,d3f82f56-4d74-4c26-a4c7-d20f153383cb,8,83,Visionary leadingedge alliance,267,Thursday,10:00
5,d4fba2d9-c269-4d11-82f8-e94787f74bc1,6,99,Visionary leadingedge alliance,231,Wednesday,18:00
5,d7e101e3-1c37-4827-872a-2a9e7994aaab,28,50,Visionary leadingedge alliance,707,Monday,16:00
5,d8e46018-304b-49b7-bb5b-d128007be5bd,27,81,Visionary leadingedge alliance,716,Wednesday,10:00
5,df3e4352-c037-4293-aeb8-74b7aae6fb8a,25,9,Visionary leadingedge alliance,773,Friday,11:00
5,e09c188d-aea7-4cf2-9bb6-6eed739db033,22,37,Visionary leadingedge alliance,958,Monday,17:00
5,e1cf4dad-91e9-442f-857c-910eccf92228,21,86,Visionary leadingedge alliance,660,Wednesday,08:00
5,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,2,3,Visionary leadingedge alliance,144,Thursday,13:00
5,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,4,80,Visionary leadingedge alliance,541,Monday,15:00
